FOODCODE,DESCRIPTION,F_TOTAL (cup eq.),F_CITMLB (cup eq.),F_OTHER (cup eq.),F_JUICE (cup eq.),V_TOTAL (cup eq.),V_DRKGR (cup eq.),V_REDOR_TOTAL (cup eq.),V_REDOR_TOMATO (cup eq.),V_REDOR_OTHER (cup eq.),V_STARCHY_TOTAL (cup eq.),V_STARCHY_POTATO (cup eq.),V_STARCHY_OTHER (cup eq.),V_OTHER (cup eq.),V_LEGUMES (cup eq.),G_TOTAL (oz. eq.),G_WHOLE (oz. eq.),G_REFINED (oz. eq.),PF_TOTAL (oz. eq.),PF_MPS_TOTAL (oz. eq.),PF_MEAT (oz. eq.),PF_CUREDMEAT (oz. eq.),PF_ORGAN (oz. eq.),PF_POULT (oz. eq.),PF_SEAFD_HI (oz. eq.),PF_SEAFD_LOW (oz. eq.),PF_EGGS (oz. eq.),PF_SOY (oz. eq.),PF_NUTSDS (oz. eq.),PF_LEGUMES (oz. eq.),D_TOTAL (cup eq.),D_MILK (cup eq.),D_YOGURT (cup eq.),D_CHEESE (cup eq.),OILS (grams),SOLID_FATS (grams),ADD_SUGARS (tsp. eq.),A_DRINKS (no. of drinks)
11000000,"Milk, human",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11100000,"Milk, NFS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,1.38,0,0
11111000,"Milk, whole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,2.59,0,0
11111100,"Milk, low sodium, whole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,2.85,0,0
11111150,"Milk, calcium fortified, whole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,2.59,0,0
11111160,"Milk, calcium fortified, low fat (1%)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0.34,0,0
11111170,"Milk, calcium fortified, fat free (skim)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0,0,0
11112110,"Milk, reduced fat (2%)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,1.29,0,0
11112120,"Milk, acidophilus, low fat (1%)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0.34,0,0
11112130,"Milk, acidophilus, reduced fat (2%)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,1.29,0,0
11112210,"Milk, low fat (1%)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0.34,0,0
11113000,"Milk, fat free (skim)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0,0,0
11114300,"Milk, lactose free, low fat (1%)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0.34,0,0
11114320,"Milk, lactose free, fat free (skim)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0,0,0
11114330,"Milk, lactose free, reduced fat (2%)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,1.29,0,0
11114350,"Milk, lactose free, whole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,2.59,0,0
11115000,"Buttermilk, fat free (skim)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0.46,0,0
11115100,"Buttermilk, low fat (1%)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0.46,0,0
11115200,"Buttermilk, reduced fat (2%)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,1.39,0,0
11115300,"Buttermilk, whole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,2.7,0,0
11115400,"Kefir, NS as to fat content",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0.35,0,0
11116000,"Goat's milk, whole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,3.53,0,0
11120000,"Milk, dry, reconstituted, NS as to fat content",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0,0,0
11121100,"Milk, dry, reconstituted, whole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,3.47,0,0
11121210,"Milk, dry, reconstituted, low fat (1%)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0.4,0,0
11121300,"Milk, dry, reconstituted, fat free (skim)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0,0,0
11210050,"Milk, evaporated, NS as to fat content",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,6.36,0,0
11211050,"Milk, evaporated, whole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,6.36,0,0
11211400,"Milk, evaporated, reduced fat (2%)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0.76,0,0
11212050,"Milk, evaporated, fat free (skim)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0
11220000,"Milk, condensed, sweetened",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,8.1,11.71,0
11300100,"Non-dairy milk, NFS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.09,0,0.12,0.12,0,0,0.65,0.12,0.57,0
11320000,Soy milk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0.86,0,0.77,0
11320100,"Soy milk, light",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0.16,0,0.53,0
11320200,"Soy milk, nonfat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0,0.77,0
11321000,"Soy milk, chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0.92,0,1.78,0
11321100,"Soy milk, light, chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0,1.6,0
11321200,"Soy milk, nonfat, chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0,1.6,0
11350000,"Almond milk, sweetened",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.6,0,0.95,0
11350010,"Almond milk, sweetened, chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0.58,0,1.66,0
11350020,"Almond milk, unsweetened",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.63,0,0,0
11350030,"Almond milk, unsweetened, chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.63,0,0,0
11360000,Rice milk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0
11370000,Coconut milk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0.6,0
11400000,"Yogurt, NFS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.41,0,0,0.94,0,0
11400010,"Yogurt, Greek, NS as to type of milk or flavor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.41,0,0,1.31,0,0
11410000,"Yogurt, NS as to type of milk or flavor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.41,0,0,0.94,0,0
11411010,"Yogurt, NS as to type of milk, plain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.41,0,0,0.94,0,0
11411100,"Yogurt, whole milk, plain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.41,0,0,2.64,0,0
11411200,"Yogurt, low fat milk, plain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.41,0,0,0.94,0,0
11411300,"Yogurt, nonfat milk, plain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.41,0,0,0,0,0
11411390,"Yogurt, Greek, NS as to type of milk, plain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.41,0,0,1.31,0,0
11411400,"Yogurt, Greek, whole milk, plain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.41,0,0,4.39,0,0
11411410,"Yogurt, Greek, low fat milk, plain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.41,0,0,1.31,0,0
11411420,"Yogurt, Greek, nonfat milk, plain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.41,0,0,0,0,0
11430000,"Yogurt, NS as to type of milk, fruit",0.06,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.36,0,0,0.76,1.19,0
11431000,"Yogurt, whole milk, fruit",0.06,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.36,0,0,2.26,0.7,0
11432000,"Yogurt, low fat milk, fruit",0.06,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.36,0,0,0.76,1.19,0
11433000,"Yogurt, nonfat milk, fruit",0.06,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0.35,0,0,0,1.33,0
11433990,"Yogurt, Greek, NS as to type of milk, fruit",0.06,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.36,0,0,1.96,1.72,0
11434000,"Yogurt, Greek, whole milk, fruit",0.06,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.36,0,0,2.39,1.9,0
11434010,"Yogurt, Greek, low fat milk, fruit",0.06,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.36,0,0,1.96,1.72,0
11434020,"Yogurt, Greek, nonfat milk, fruit",0.06,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.36,0,0,0,1.79,0
11434090,"Yogurt, NS as to type of milk, flavors other than fruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0.91,0.71,0
11434100,"Yogurt, whole milk, flavors other than fruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0.39,0,0,2.51,1.19,0
11434200,"Yogurt, low fat milk, flavors other than fruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0.91,0.71,0
11434300,"Yogurt, nonfat milk, flavors other than fruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0.71,0
11435000,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0.39,0,0,1.89,1.32,0
11435010,"Yogurt, Greek, whole milk, flavors other than fruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.38,0,0,3.84,1.29,0
11435020,"Yogurt, Greek, low fat milk, flavors other than fruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0.39,0,0,1.89,1.32,0
11435030,"Yogurt, Greek, nonfat milk, flavors other than fruit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0.39,0,0,0,1.32,0
11435100,"Yogurt, Greek, with oats",0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0.32,0.01,0.31,0,1.64,1.81,1.88,0
11436000,"Yogurt, liquid",0.03,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0,0,0.66,1.24,0
11440010,"Chipotle dip, yogurt based",0,0,0,0,0.02,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.03,0,0,0,0.32,0,0.32,0,14.13,1.1,0,0
11440020,"Dill dip, yogurt based",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.03,0,0,0,0.32,0,0.32,0,14.13,1.1,0,0
11440030,"Onion dip, yogurt based",0,0,0,0,0.06,0,0,0,0,0,0,0,0.06,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0.31,0.06,0.25,0,11.12,1.07,0,0
11440040,"Ranch dip, yogurt based",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.03,0,0,0,0.36,0.04,0.32,0,14.13,1.1,0,0
11440050,"Spinach dip, yogurt based",0,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0.31,0.06,0.25,0,11.12,1.07,0,0
11440060,Tzatziki dip,0,0,0,0,0.31,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0.23,0,3.46,2.46,0,0
11440070,"Vegetable dip, yogurt based",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.03,0,0,0,0.32,0,0.32,0,14.13,1.1,0,0
11446000,"Yogurt parfait, low fat, with fruit",0.29,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.21,0,0,0.42,1.12,0
11459990,"Frozen yogurt, NFS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.38,0,0,3.03,1.74,0
11460000,"Frozen yogurt, vanilla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.38,0,0,3.03,1.74,0
11460100,"Frozen yogurt, chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.38,0,0,3.03,1.58,0
11460500,"Frozen yogurt, soft serve, vanilla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.36,0,0,5.06,2.71,0
11460510,"Frozen yogurt, soft serve, chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0.35,0,0,5.23,2.66,0
11461200,Frozen yogurt sandwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.28,0,1.25,4.36,3.45,0
11461210,"Frozen yogurt bar, vanilla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.38,0,0,3.03,1.74,0
11461220,"Frozen yogurt bar, chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.38,0,0,3.03,1.58,0
11461250,"Frozen yogurt cone, chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0.37,0,0,3.14,1.57,0
11461260,"Frozen yogurt cone, vanilla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.36,0,0,3.15,1.73,0
11461300,"Frozen yogurt cone, vanilla, waffle cone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.36,0,0,3.03,2,0
11461320,"Frozen yogurt cone, chocolate, waffle cone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.36,0,0,3.03,1.85,0
11480010,"Yogurt, whole milk, baby food",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.41,0,0,2.64,0,0
11480020,"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, NFS",0.08,0.01,0.07,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.27,0,0,1.71,1.5,0
11480030,"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus iron",0.08,0.01,0.07,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.27,0,0,1.71,1.52,0
11480040,"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus DHA",0.08,0.01,0.07,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.27,0,0,1.71,1.5,0
11511000,"Chocolate milk, NFS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0,0.76,0
11511100,"Chocolate milk, ready to drink, whole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,2.78,1.03,0
11511200,"Chocolate milk, ready to drink, reduced fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,1.29,1.04,0
11511300,"Chocolate milk, ready to drink, fat free",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0,0.76,0
11511400,"Chocolate milk, ready to drink, low fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0.5,1.13,0
11511550,"Chocolate milk, ready to drink, reduced sugar, NS as to milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0.43,0.5,0
11511600,"Chocolate milk, ready to drink, low fat (Nesquik)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0.5,1.13,0
11511610,"Chocolate milk, ready to drink, fat free (Nesquik)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0,0.76,0
11511700,"Chocolate milk, ready to drink, low fat, no sugar added (Nesquik)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0.5,0,0
11512010,"Hot chocolate / Cocoa, ready to drink",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0.93,2.38,0
11512020,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0,2.41,0
11512030,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0,0.17,0.17,0,0,0.59,0,3.37,0
11512100,"Hot chocolate / Cocoa, ready to drink, with whipped cream",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0,0,0,2.71,2.54,0
11512110,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk and whipped cream",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0,0,0,1.71,2.54,0
11512120,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk and whipped cream",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0.16,0.16,0,0,0.57,1.71,3.21,0
11513000,"Chocolate milk, made from dry mix, NS as to type of milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0,0,0,1.43,1.2,0
11513100,"Chocolate milk, made from dry mix with whole milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0,0,0,2.57,1.2,0
11513150,"Chocolate milk, made from dry mix with reduced fat milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0,0,0,1.35,1.2,0
11513200,"Chocolate milk, made from dry mix with low fat milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0,0,0,0.46,1.2,0
11513300,"Chocolate milk, made from dry mix with fat free milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0,0,0,0.14,1.2,0
11513310,"Chocolate milk, made from dry mix with non-dairy milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0,0.19,0.19,0,0,0.69,0.14,2.01,0
11513350,"Chocolate milk, made from reduced sugar mix, NS as to type of milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.39,0,0,0,1.51,0,0
11513355,"Chocolate milk, made from reduced sugar mix with whole milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.39,0,0,0,2.67,0,0
11513360,"Chocolate milk, made from reduced sugar mix with reduced fat milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.39,0,0,0,1.43,0,0
11513365,"Chocolate milk, made from reduced sugar mix with low fat milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.39,0,0,0,0.52,0,0
11513370,"Chocolate milk, made from reduced sugar mix with fat free milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.39,0,0,0,0.19,0,0
11513375,"Chocolate milk, made from reduced sugar mix with non-dairy milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0,0.2,0.2,0,0,0.7,0.19,0.82,0
11513380,"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0,0,0,1.43,1.2,0
11513381,"Chocolate milk, made from dry mix with whole milk (Nesquik)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0,0,0,2.57,1.2,0
