FOODCODE,DESCRIPTION,F_TOTAL (cup eq.),F_CITMLB (cup eq.),F_OTHER (cup eq.),F_JUICE (cup eq.),V_TOTAL (cup eq.),V_DRKGR (cup eq.),V_REDOR_TOTAL (cup eq.),V_REDOR_TOMATO (cup eq.),V_REDOR_OTHER (cup eq.),V_STARCHY_TOTAL (cup eq.),V_STARCHY_POTATO (cup eq.),V_STARCHY_OTHER (cup eq.),V_OTHER (cup eq.),V_LEGUMES (cup eq.),G_TOTAL (oz. eq.),G_WHOLE (oz. eq.),G_REFINED (oz. eq.),PF_TOTAL (oz. eq.),PF_MPS_TOTAL (oz. eq.),PF_MEAT (oz. eq.),PF_CUREDMEAT (oz. eq.),PF_ORGAN (oz. eq.),PF_POULT (oz. eq.),PF_SEAFD_HI (oz. eq.),PF_SEAFD_LOW (oz. eq.),PF_EGGS (oz. eq.),PF_SOY (oz. eq.),PF_NUTSDS (oz. eq.),PF_LEGUMES (oz. eq.),D_TOTAL (cup eq.),D_MILK (cup eq.),D_YOGURT (cup eq.),D_CHEESE (cup eq.),OILS (grams),SOLID_FATS (grams),ADD_SUGARS (tsp. eq.),A_DRINKS (no. of drinks)
58161321,Kidney beans and brown rice,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,3.88,0,0,0
58161322,Black beans and brown rice,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,3.88,0,0,0
58161323,Pinto beans and brown rice,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,3.88,0,0,0
58161420,"Rice, brown, with corn, NS as to fat",0,0,0,0,0.13,0,0,0,0,0.13,0,0.13,0,0,0.93,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0
58161422,"Rice, brown, with corn, no added fat",0,0,0,0,0.13,0,0,0,0,0.13,0,0.13,0,0,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58161424,"Rice, brown, with corn, fat added",0,0,0,0,0.13,0,0,0,0,0.13,0,0.13,0,0,0.93,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0
58161430,"Rice, brown, with peas, NS as to fat",0,0,0,0,0.13,0,0,0,0,0.13,0,0.13,0,0,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,0
58161432,"Rice, brown, with peas, no added fat",0,0,0,0,0.13,0,0,0,0,0.13,0,0.13,0,0,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58161434,"Rice, brown, with peas, fat added",0,0,0,0,0.13,0,0,0,0,0.13,0,0.13,0,0,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,0
58161435,"Rice, brown, with carrots, NS as to fat",0,0,0,0,0.14,0,0.14,0,0.14,0,0,0,0,0,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0
58161437,"Rice, brown, with carrots, no added fat",0,0,0,0,0.14,0,0.14,0,0.14,0,0,0,0,0,0.96,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58161439,"Rice, brown, with carrots, fat added",0,0,0,0,0.14,0,0.14,0,0.14,0,0,0,0,0,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0
58161440,"Rice, brown, with peas and carrots, NS as to fat",0,0,0,0,0.14,0,0.07,0,0.07,0.07,0,0.07,0,0,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,0
58161442,"Rice, brown, with peas and carrots, no added fat",0,0,0,0,0.14,0,0.07,0,0.07,0.07,0,0.07,0,0,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58161444,"Rice, brown, with peas and carrots, fat added",0,0,0,0,0.14,0,0.07,0,0.07,0.07,0,0.07,0,0,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,0
58161460,"Rice, brown, with tomatoes and/or tomato based sauce, NS as to fat",0,0,0,0,0.12,0,0.12,0.12,0,0,0,0,0,0,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0
58161462,"Rice, brown, with tomatoes and/or tomato based sauce, no added fat",0,0,0,0,0.12,0,0.12,0.12,0,0,0,0,0,0,0.86,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58161464,"Rice, brown, with tomatoes and/or tomato based sauce, fat added",0,0,0,0,0.12,0,0.12,0.12,0,0,0,0,0,0,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0
58161470,"Rice, brown, with dark green vegetables, NS as to fat",0,0,0,0,0.27,0.27,0,0,0,0,0,0,0,0,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0
58161472,"Rice, brown, with dark green vegetables, no added fat",0,0,0,0,0.27,0.27,0,0,0,0,0,0,0,0,0.96,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58161474,"Rice, brown, with dark green vegetables, fat added",0,0,0,0,0.27,0.27,0,0,0,0,0,0,0,0,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0
58161480,"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, NS as to fat",0,0,0,0,0.13,0,0.13,0.06,0.07,0,0,0,0,0,0.89,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0
58161482,"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, no added fat",0,0,0,0,0.13,0,0.13,0.06,0.07,0,0,0,0,0,0.91,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58161484,"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, fat added",0,0,0,0,0.13,0,0.13,0.06,0.07,0,0,0,0,0,0.89,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0
58161490,"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, NS as to fat",0,0,0,0,0.18,0.12,0.06,0.06,0,0,0,0,0,0,0.89,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0,0,0
58161492,"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat",0,0,0,0,0.18,0.12,0.06,0.06,0,0,0,0,0,0,0.91,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58161494,"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added",0,0,0,0,0.23,0.17,0.06,0.06,0,0,0,0,0,0,0.86,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0
58161500,"Rice, brown, with carrots and dark green vegetables, NS as to fat",0,0,0,0,0.2,0.13,0.07,0,0.07,0,0,0,0,0,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0
58161502,"Rice, brown, with carrots and dark green vegetables, no added fat",0,0,0,0,0.2,0.13,0.07,0,0.07,0,0,0,0,0,0.96,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58161504,"Rice, brown, with carrots and dark green vegetables, fat added",0,0,0,0,0.2,0.13,0.07,0,0.07,0,0,0,0,0,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0
58161510,Grape leaves stuffed with rice,0,0,0,0,0.94,0.6,0,0,0,0,0,0,0.34,0,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.44,0,0,0
58161520,"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, NS as to fat",0,0,0,0,0.17,0.08,0.09,0.04,0.05,0,0,0,0,0,0.91,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0
58161522,"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat",0,0,0,0,0.18,0.09,0.09,0.04,0.05,0,0,0,0,0,0.92,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58161524,"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added",0,0,0,0,0.17,0.08,0.09,0.04,0.05,0,0,0,0,0,0.91,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0
58161530,"Rice, brown, with other vegetables, NS as to fat",0,0,0,0,0.14,0,0,0,0,0,0,0,0.14,0,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,0
58161532,"Rice, brown, with other vegetables, no added fat",0,0,0,0,0.14,0,0,0,0,0,0,0,0.14,0,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58161534,"Rice, brown, with other vegetables, fat added",0,0,0,0,0.14,0,0,0,0,0,0,0,0.14,0,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,0
58161710,Rice croquette,0,0,0,0,0.31,0,0,0,0,0,0,0,0.31,0,0.8,0,0.8,0.21,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,5.74,0,0
58162090,"Stuffed pepper, with meat",0,0,0,0,0.52,0,0,0,0,0,0,0,0.52,0,0.07,0,0.07,0.76,0.76,0.76,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,8.11,5.29,0,0
58162110,"Stuffed pepper, with rice and meat",0,0,0,0,0.37,0,0.03,0.03,0,0,0,0,0.34,0,0.25,0,0.25,0.65,0.52,0.52,0,0,0,0,0,0.13,0,0,0,0.18,0,0,0.18,5.57,3.93,0,0
58162120,"Stuffed pepper, with rice, meatless",0,0,0,0,0.49,0,0,0,0,0,0,0,0.49,0,0.42,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0.24,7.64,3.11,0,0
58162130,"Stuffed tomato, with rice and meat",0,0,0,0,0.43,0,0.37,0.37,0,0,0,0,0.06,0,0.28,0,0.28,0.43,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,1.14,0,0
58162140,"Stuffed tomato, with rice, meatless",0,0,0,0,0.48,0,0.34,0.34,0,0,0,0,0.14,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0
58162310,Rice pilaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0
58163130,Dirty rice,0,0,0,0,0.12,0,0,0,0,0,0,0,0.12,0,0.68,0,0.68,0.42,0.42,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0
58163310,Flavored rice mixture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0.83,0.02,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,1.98,2.07,0.12,0
58163330,Flavored rice mixture with cheese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.05,0,0.9,0,0
58163360,"Flavored rice, brown and wild",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,0
58163380,Flavored rice and pasta mixture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,1.69,0,0
58163400,"Flavored rice and pasta mixture, reduced sodium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,1.34,1.82,0,0
58163405,"Spanish rice, from restaurant",0,0,0,0,0.2,0,0.07,0.07,0,0,0,0,0.13,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0
58163410,"Spanish rice, fat added",0,0,0,0,0.24,0,0.11,0.11,0,0,0,0,0.13,0,0.75,0,0.75,0.04,0.04,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0.53,0,0
58163420,"Spanish rice, no added fat",0,0,0,0,0.24,0,0.11,0.11,0,0,0,0,0.13,0,0.76,0,0.76,0.04,0.04,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0
58163430,"Spanish rice, NS as to fat",0,0,0,0,0.24,0,0.11,0.11,0,0,0,0,0.13,0,0.75,0,0.75,0.04,0.04,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0.53,0,0
58163450,Spanish rice with ground beef,0,0,0,0,0.18,0,0.08,0.08,0,0,0,0,0.1,0,0.56,0,0.56,0.97,0.97,0.94,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1.21,2.87,0,0
58163510,Rice dressing,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,1.58,0,0
58164110,Rice with raisins,0.13,0,0.13,0,0,0,0,0,0,0,0,0,0,0,1.05,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,1.16,0,0
58164210,Rice dessert or salad with fruit,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16,1.31,0
58164500,"Rice, white, with cheese and/or cream based sauce, NS as to fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.08,0,0.24,1.91,4.52,0,0
58164510,"Rice, white, with cheese and/or cream based sauce, no added fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.09,0,0.25,0,4.61,0,0
58164520,"Rice, white, with cheese and/or cream based sauce, fat added",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.08,0,0.24,1.91,4.52,0,0
58164530,"Rice, white, with gravy, NS as to fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0.72,0,0
58164540,"Rice, white, with gravy, no added fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0
58164550,"Rice, white, with gravy, fat added",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0.72,0,0
58164560,"Rice, white, with soy-based sauce, NS as to fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0.3,0
58164570,"Rice, white, with soy-based sauce, no added fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
58164580,"Rice, white, with soy-based sauce, fat added",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0.3,0
58164800,"Rice, brown, with cheese and/or cream based sauce, NS as to fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.07,0,0.21,1.66,3.93,0,0
58164810,"Rice, brown, with cheese and/or cream based sauce, no added fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.86,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.07,0,0.21,0,3.99,0,0
58164820,"Rice, brown, with cheese and/or cream based sauce, fat added",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.07,0,0.21,1.66,3.93,0,0
58164830,"Rice, brown, with gravy, NS as to fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.85,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0.63,0,0
58164840,"Rice, brown, with gravy, no added fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.86,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0
58164850,"Rice, brown, with gravy, fat added",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.85,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0.63,0,0
58164860,"Rice, brown, with soy-based sauce, NS as to fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0.26,0
58164870,"Rice, brown, with soy-based sauce, no added fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0
58164880,"Rice, brown, with soy-based sauce, fat added",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0.26,0
58165000,"Rice, white, with vegetables, cheese and/or cream based sauce, NS as to fat",0,0,0,0,0.13,0,0.04,0,0.04,0.06,0,0.06,0.03,0,0.67,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.07,0,0.19,1.53,3.62,0,0
58165010,"Rice, white, with vegetables, cheese and/or cream based sauce, no added fat",0,0,0,0,0.14,0,0.04,0,0.04,0.07,0,0.07,0.03,0,0.69,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.07,0,0.2,0,3.68,0,0
58165020,"Rice, white, with vegetables, cheese and/or cream based sauce, fat added",0,0,0,0,0.13,0,0.04,0,0.04,0.06,0,0.06,0.03,0,0.67,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.07,0,0.19,1.53,3.62,0,0
58165030,"Rice, white, with vegetables and gravy, NS as to fat",0,0,0,0,0.14,0,0.04,0,0.04,0.07,0,0.07,0.03,0,0.7,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0.58,0,0
58165040,"Rice, white, with vegetables and gravy, no added fat",0,0,0,0,0.14,0,0.04,0,0.04,0.07,0,0.07,0.03,0,0.71,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0
58165050,"Rice, white, with vegetables and gravy, fat added",0,0,0,0,0.14,0,0.04,0,0.04,0.07,0,0.07,0.03,0,0.7,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0.58,0,0
58165060,"Rice, white, with vegetables, soy-based sauce, NS as to fat",0,0,0,0,0.14,0,0.04,0,0.04,0.07,0,0.07,0.03,0,0.63,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0.24,0
58165070,"Rice, white, with vegetables, soy-based sauce, no added fat",0,0,0,0,0.14,0,0.04,0,0.04,0.07,0,0.07,0.03,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0
58165080,"Rice, white, with vegetables, soy-based sauce, fat added",0,0,0,0,0.14,0,0.04,0,0.04,0.07,0,0.07,0.03,0,0.63,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0.24,0
58165400,"Rice, brown, with vegetables, cheese and/or cream based sauce, NS as to fat",0,0,0,0,0.11,0,0.03,0,0.03,0.06,0,0.06,0.02,0,0.69,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.06,0,0.17,1.36,3.23,0,0
58165410,"Rice, brown, with vegetables, cheese and/or cream based sauce, no added fat",0,0,0,0,0.11,0,0.03,0,0.03,0.06,0,0.06,0.02,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.06,0,0.18,0,3.28,0,0
58165420,"Rice, brown, with vegetables, cheese and/or cream based sauce, fat added",0,0,0,0,0.11,0,0.03,0,0.03,0.06,0,0.06,0.02,0,0.69,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.06,0,0.17,1.36,3.23,0,0
58165430,"Rice, brown, with vegetables and gravy, NS as to fat",0,0,0,0,0.11,0,0.03,0,0.03,0.06,0,0.06,0.02,0,0.75,0.69,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0.51,0,0
58165440,"Rice, brown, with vegetables and gravy, no added fat",0,0,0,0,0.11,0,0.03,0,0.03,0.06,0,0.06,0.02,0,0.76,0.7,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0
58165450,"Rice, brown, with vegetables and gravy, fat added",0,0,0,0,0.11,0,0.03,0,0.03,0.06,0,0.06,0.02,0,0.75,0.69,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0.51,0,0
58165460,"Rice, brown, with vegetables, soy-based sauce, NS as to fat",0,0,0,0,0.11,0,0.03,0,0.03,0.06,0,0.06,0.02,0,0.69,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0.21,0
58165470,"Rice, brown, with vegetables, soy-based sauce, no added fat",0,0,0,0,0.11,0,0.03,0,0.03,0.06,0,0.06,0.02,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0
58165480,"Rice, brown, with vegetables, soy-based sauce, fat added",0,0,0,0,0.11,0,0.03,0,0.03,0.06,0,0.06,0.02,0,0.69,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0.21,0
58174000,"Upma, Indian breakfast dish",0,0,0,0,0.29,0,0.12,0.12,0,0,0,0,0.17,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0
58174100,"Dosa (Indian), with filling",0,0,0,0,0.03,0,0,0,0,0,0,0,0.03,0.26,0.9,0,0.9,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,3.57,0,0,0
58175000,"Vada, fried dumpling",0,0,0,0,0.06,0,0,0,0,0,0,0,0.06,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,0,0,0,0,9.09,0,0,0
58175110,Tabbouleh,0.05,0,0,0.05,0.26,0.04,0.13,0.13,0,0,0,0,0.09,0,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.41,0,0,0
58200250,"Wrap sandwich, filled with vegetables",0,0,0,0,0.57,0,0.16,0.09,0.07,0,0,0,0.41,0,0.86,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,5.23,0,0
58201000,"Jelly sandwich, regular jelly, NFS",0.07,0,0,0.07,0,0,0,0,0,0,0,0,0,0,2.03,0,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,5.64,0
58201005,"Jelly sandwich, regular jelly, on white bread",0.07,0,0,0.07,0,0,0,0,0,0,0,0,0,0,2.03,0,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,5.64,0
58201015,"Jelly sandwich, regular jelly, on wheat bread",0.07,0,0,0.07,0,0,0,0,0,0,0,0,0,0,2.15,1.3,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,5.62,0
58201025,"Jelly sandwich, regular jelly, on whole wheat bread",0.07,0,0,0.07,0,0,0,0,0,0,0,0,0,0,2.15,1.3,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,5.62,0
58201035,"Jelly sandwich, reduced sugar jelly, on white bread",0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,3.01,0
58201045,"Jelly sandwich, reduced sugar jelly, on wheat bread",0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,2.15,1.3,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,3.17,0
58201055,"Jelly sandwich, reduced sugar jelly, on whole wheat bread",0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,2.15,1.3,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,3.17,0
58301050,"Lasagna with cheese and meat sauce, diet frozen meal",0,0,0,0,0.29,0,0.29,0.29,0,0,0,0,0,0,0.34,0,0.34,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0.4,2.36,0.12,0
58301110,"Vegetable lasagna, frozen meal",0,0,0,0,0.47,0.31,0.06,0.04,0.02,0,0,0,0.1,0,0.56,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.02,0,0.21,3.29,3.68,0,0
58301150,"Zucchini lasagna, diet frozen meal",0,0,0,0,0.47,0,0.23,0.19,0.04,0,0,0,0.24,0,0.31,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0.34,0,2.42,0.12,0
58302000,"Macaroni and cheese, diet frozen meal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.11,0,0.25,0,3.22,0,0
58302050,"Beef and noodles with meat sauce and cheese, diet frozen meal",0,0,0,0,0.27,0,0.27,0.27,0,0,0,0,0,0,0.45,0,0.45,0.55,0.55,0.55,0,0,0,0,0,0,0,0,0,0.22,0,0,0.22,0,2.7,0,0
58302080,"Noodles with vegetables in tomato-based sauce, diet frozen meal",0,0,0,0,0.52,0,0.24,0.24,0,0,0,0,0.28,0,0.27,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0.13,0.1,0.84,0,0
58304010,"Spaghetti and meatballs dinner, NFS, frozen meal",0,0,0,0,0.32,0,0.28,0.28,0,0.04,0,0.04,0,0,0.5,0,0.5,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0.04,0.03,0,0.01,0.55,1.57,0.19,0
58304050,"Spaghetti with meat and mushroom sauce, diet frozen meal",0,0,0,0,0.33,0,0.22,0.22,0,0,0,0,0.11,0,0.56,0,0.56,0.35,0.35,0.35,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0.4,0.99,0.12,0
58304060,"Spaghetti with meat sauce, diet frozen meal",0,0,0,0,0.32,0,0.28,0.28,0,0.04,0,0.04,0,0,0.5,0,0.5,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0.04,0.03,0,0.01,0.55,1.57,0.19,0
58304200,"Ravioli, cheese-filled, with tomato sauce, diet frozen meal",0,0,0,0,0.29,0,0.29,0.29,0,0,0,0,0,0,0.34,0,0.34,0.04,0,0,0,0,0,0,0,0.04,0,0,0,0.48,0,0,0.48,0.49,3.5,0.12,0
